Sexo,Educacion,EstadoCivil,Edad,MontoCredito
1,3,1,41,50000
1,2,2,31,50000
1,3,1,42,170000
1,2,2,32,180000
1,2,1,35,360000
1,2,1,39,220000
1,1,1,48,500000
1,2,2,36,80000
1,2,1,40,150000
1,3,1,47,140000
1,2,2,39,190000
1,1,2,32,200000
1,1,2,33,260000
1,1,2,30,210000
1,2,1,38,240000
1,1,1,39,140000
1,1,1,34,200000
1,2,2,35,200000
1,1,2,41,500000
1,2,1,39,50000
1,2,2,38,130000
1,2,2,31,230000
1,1,2,34,260000
1,2,1,46,260000
1,2,2,30,160000
1,2,1,40,250000
1,1,2,30,180000
1,1,1,32,20000
1,1,1,37,270000
1,1,1,47,280000
1,2,2,30,30000
1,2,2,36,450000
1,1,1,33,360000
1,2,2,36,20000
1,3,2,40,200000
1,1,1,46,500000
1,1,1,42,200000
1,3,1,39,450000
1,2,2,37,20000
1,1,1,42,500000
1,1,2,31,260000
1,1,1,38,60000
1,2,1,37,10000
1,2,1,34,240000
1,1,1,43,480000
1,1,1,38,520000
1,2,1,42,20000
1,1,2,33,180000
1,2,1,43,290000
1,3,2,40,50000
1,1,2,39,500000
1,2,2,40,100000
1,1,1,39,300000
1,1,1,40,130000
1,1,1,50,500000
1,2,1,55,220000
1,3,1,63,260000
1,2,1,51,50000
1,2,2,55,110000
1,1,1,49,350000
1,2,1,48,180000
1,3,2,50,120000
1,2,1,51,460000
1,2,1,52,250000
1,2,1,58,50000
1,1,1,56,350000
1,3,1,52,20000
1,2,1,49,290000
1,1,1,50,500000
1,1,2,57,240000
1,2,2,52,50000
1,1,1,50,180000
1,3,1,52,500000
1,2,2,51,110000
1,2,1,53,500000
1,2,1,53,30000
1,1,1,53,600000
1,1,1,60,80000
1,1,1,61,270000
1,3,2,56,30000
2,2,2,22,20000
2,1,2,23,20000
1,3,1,56,90000
1,2,1,59,160000
2,2,2,23,90000
2,2,2,24,60000
2,3,2,24,20000
2,2,2,25,120000
2,2,1,27,20000
2,2,2,28,130000
2,2,2,27,90000
2,1,2,27,430000
2,1,2,27,360000
2,1,2,22,10000
2,2,2,25,210000
2,3,1,30,120000
2,2,1,30,120000
2,1,2,30,100000
2,2,2,28,60000
2,1,2,25,20000
2,2,2,26,200000
2,3,2,26,90000
2,1,2,28,220000
2,2,1,40,180000
2,1,2,31,320000
2,2,2,29,280000
2,2,2,30,130000
2,1,2,30,280000
2,2,1,30,50000
2,2,2,33,200000
2,1,2,33,320000
2,2,1,37,90000
2,2,1,34,180000
2,2,1,35,140000
2,1,2,36,330000
2,2,2,25,90000
2,2,2,27,180000
2,1,1,38,200000
2,2,1,38,270000
2,1,2,23,60000
2,2,2,26,80000
2,1,2,29,250000
2,2,1,32,270000
2,1,2,40,170000
2,2,1,36,250000
2,2,1,38,360000
2,2,1,34,310000
2,2,1,39,200000
2,3,1,42,130000
2,2,1,49,310000
2,2,2,34,200000
2,2,1,35,190000
2,2,1,36,210000
2,2,1,36,100000
2,2,1,39,90000
2,2,2,41,290000
2,2,1,42,200000
2,1,2,40,120000
2,2,1,37,130000
2,3,1,46,150000
2,1,1,37,220000
2,2,1,37,200000
2,3,1,37,120000
2,2,2,37,200000
2,2,1,41,100000
2,2,2,43,130000
2,2,2,55,10000
2,2,1,45,150000
2,3,1,42,60000
1,3,2,27,130000
1,1,2,22,50000
1,1,2,27,410000
1,1,2,29,210000
1,2,2,30,140000
1,3,1,31,80000
1,2,2,31,30000
1,1,1,32,200000
1,1,2,31,550000
1,2,2,24,80000
1,1,2,25,50000
1,1,2,26,30000
1,1,2,26,100000
1,1,2,27,70000
1,1,2,32,220000
1,2,2,25,30000
1,2,2,28,250000
1,3,2,28,20000
1,2,2,29,210000
1,1,2,29,360000
1,2,2,29,170000
1,2,2,29,10000
1,2,2,30,280000
1,2,2,22,30000
1,2,2,24,20000
1,1,2,26,10000
1,2,2,26,80000
1,1,2,29,360000
1,1,2,31,250000
1,2,2,33,170000
1,1,2,33,80000
1,2,1,33,130000
1,2,2,34,260000
1,2,1,31,20000
1,1,1,32,400000
1,1,1,33,220000
1,3,2,27,180000
1,2,2,29,10000
1,3,2,53,500000
1,2,2,35,50000
1,2,1,36,180000
1,2,1,39,370000
1,1,1,37,360000
1,2,1,41,230000
1,1,1,45,270000
1,1,1,35,150000
1,2,1,37,170000
1,2,1,41,10000
1,1,1,47,210000
1,1,1,39,270000
1,2,2,44,50000
1,2,1,34,250000
1,1,2,35,50000
1,2,1,35,280000
1,2,1,35,210000
1,1,1,45,360000
1,2,1,44,250000
1,5,1,40,170000
1,2,2,38,140000
2,2,2,21,30000
2,2,1,22,20000
2,2,2,22,50000
2,1,2,21,50000
2,2,2,22,60000
1,1,1,51,170000
1,1,1,42,220000
2,2,1,30,50000
2,2,2,23,20000
2,2,1,38,20000
2,2,2,30,50000
2,1,1,27,160000
2,2,2,27,400000
2,2,2,27,140000
2,1,2,27,80000
2,2,2,27,140000
2,1,1,27,340000
2,2,2,26,70000
2,1,2,26,130000
2,3,2,22,30000
2,2,2,23,90000
2,2,1,23,30000
2,2,2,22,100000
2,2,1,23,20000
2,1,2,24,30000
2,1,2,23,90000
2,1,2,23,20000
2,2,2,22,30000
2,1,2,22,80000
2,3,2,25,200000
2,3,2,23,60000
2,2,2,22,60000
2,2,1,22,80000
2,1,3,22,20000
2,2,2,22,130000
2,2,2,22,20000
2,1,2,23,50000
2,2,1,23,60000
2,2,2,23,100000
2,3,2,24,70000
2,3,2,22,30000
2,1,2,22,10000
2,2,2,23,10000
2,3,2,23,50000
2,2,2,24,30000
2,2,2,24,30000
2,3,2,24,100000
2,3,2,24,30000
2,2,2,24,90000
2,2,2,24,140000
2,2,1,24,50000
2,2,2,24,70000
2,2,2,25,10000
2,2,2,24,20000
2,2,2,44,100000
2,1,2,27,130000
2,2,2,24,130000
2,2,2,23,80000
2,2,2,23,50000
2,1,2,23,50000
2,2,1,24,150000
2,2,3,24,50000
2,2,2,26,70000
2,2,1,26,30000
2,1,2,25,390000
2,2,2,25,80000
2,1,2,26,70000
2,2,2,23,30000
2,2,2,23,60000
2,3,1,24,20000
2,2,2,25,70000
2,2,2,25,200000
2,2,2,23,50000
2,2,1,27,50000
2,2,2,23,20000
2,1,2,23,50000
2,2,2,24,90000
2,2,2,24,100000
2,2,2,24,70000
2,2,2,24,90000
2,3,1,23,30000
2,1,2,27,100000
2,2,2,25,280000
2,2,2,28,100000
2,2,1,28,140000
2,1,2,27,10000
2,2,1,28,50000
2,1,2,28,120000
2,2,1,27,20000
2,2,1,27,30000
2,2,2,26,130000
2,1,2,27,150000
2,2,1,27,180000
2,2,2,26,400000
2,1,2,27,300000
2,1,2,27,30000
2,1,2,27,130000
2,3,1,26,20000
2,2,1,27,50000
2,2,2,27,80000
2,2,2,26,20000
2,2,2,27,50000
2,2,2,26,80000
2,1,2,26,340000
2,2,1,27,30000
2,2,2,27,120000
2,1,2,27,50000
2,2,2,27,50000
2,1,2,28,500000
2,2,2,27,360000
2,1,2,27,60000
2,2,2,27,50000
2,1,2,27,130000
2,2,2,29,360000
2,2,2,27,160000
2,2,1,27,360000
2,2,2,28,210000
2,2,2,28,230000
2,2,2,27,70000
2,2,1,25,50000
2,2,2,25,80000
2,2,2,26,100000
2,2,1,28,200000
2,2,2,28,70000
2,1,1,28,110000
2,1,2,28,50000
2,1,2,28,50000
2,2,2,27,70000
2,2,2,27,60000
2,2,1,27,130000
2,2,2,25,150000
2,2,2,27,30000
2,2,2,26,200000
2,2,1,29,50000
2,1,2,29,260000
2,1,2,29,360000
2,2,2,29,30000
2,2,1,29,100000
2,2,1,29,80000
2,2,1,29,30000
2,1,2,28,400000
2,1,2,29,240000
2,2,2,30,110000
2,1,2,28,220000
2,1,2,28,200000
2,2,2,28,360000
2,2,2,28,30000
2,1,2,28,110000
2,1,2,29,80000
2,2,2,35,50000
2,1,2,22,100000
2,2,2,23,50000
2,3,2,28,350000
2,3,1,28,80000
2,1,1,29,90000
2,1,2,27,120000
2,1,2,25,50000
2,2,2,23,50000
2,2,2,24,90000
2,2,2,25,70000
2,2,1,31,10000
2,2,2,29,130000
2,1,2,27,360000
2,2,1,35,80000
2,2,2,27,70000
2,1,2,22,30000
2,2,2,24,80000
2,2,2,24,80000
2,1,2,29,150000
2,2,2,29,260000
2,2,1,29,20000
2,2,2,25,20000
2,2,2,27,200000
2,2,1,25,110000
2,1,1,24,160000
2,2,1,24,20000
2,2,2,26,110000
2,1,2,30,200000
2,3,2,29,50000
2,2,2,30,340000
2,1,2,30,220000
2,2,2,30,180000
2,5,2,32,110000
2,2,1,32,50000
2,3,2,28,50000
2,2,2,29,240000
2,1,2,29,200000
2,3,1,29,90000
2,2,1,29,20000
2,1,2,30,300000
2,2,2,30,290000
2,2,1,30,20000
2,2,2,31,200000
2,1,1,31,130000
2,2,2,27,10000
2,1,2,28,210000
2,2,1,28,130000
2,2,1,29,80000
2,1,1,37,410000
2,2,1,31,60000
2,2,2,31,30000
2,2,1,32,320000
2,2,1,32,80000
2,2,1,32,210000
2,2,1,32,60000
2,2,1,29,310000
2,2,2,25,130000
2,2,2,26,60000
2,2,2,29,30000
2,2,2,25,150000
2,2,1,25,30000
2,2,2,42,130000
2,2,2,26,50000
2,2,2,27,170000
2,2,1,32,30000
2,3,1,32,250000
2,2,2,32,110000
2,1,2,29,160000
2,1,2,33,340000
2,3,1,36,100000
2,2,2,28,230000
2,1,1,31,200000
2,2,1,30,30000
2,2,2,30,120000
2,2,2,28,120000
2,2,1,31,50000
2,3,2,31,20000
2,2,2,30,500000
2,1,2,31,100000
2,1,2,38,50000
2,1,2,30,210000
2,2,1,30,50000
2,3,1,29,200000
2,2,2,27,150000
2,2,1,34,50000
2,1,2,30,300000
2,1,2,31,120000
2,2,2,36,190000
2,2,1,35,70000
2,2,1,39,50000
2,2,2,38,50000
2,3,1,38,80000
2,2,3,35,30000
2,2,1,41,140000
2,3,1,49,20000
2,2,1,38,30000
2,3,1,44,260000
2,1,1,48,30000
2,2,2,41,50000
2,2,1,35,50000
2,3,1,35,60000
2,2,1,48,50000
2,2,1,38,80000
2,2,1,41,80000
2,3,1,40,100000
2,3,1,37,30000
2,2,1,49,30000
2,3,1,46,30000
2,2,1,31,50000
2,2,2,48,240000
2,3,1,44,30000
2,2,2,35,240000
2,2,2,31,50000
2,1,2,23,70000
2,3,1,28,80000
2,2,2,30,120000
2,3,1,32,100000
2,2,1,44,50000
2,2,1,39,320000
2,1,1,36,220000
2,1,2,33,140000
2,1,1,37,140000
2,2,2,24,50000
2,1,2,25,60000
2,2,2,47,90000
2,2,3,44,20000
2,2,2,29,130000
2,2,1,34,80000
2,2,1,37,230000
2,2,1,29,180000
2,2,2,34,20000
2,2,1,34,210000
2,2,2,22,70000
2,1,2,22,50000
2,2,1,30,140000
2,2,1,32,100000
2,2,2,37,80000
2,1,1,36,300000
2,3,2,26,200000
2,2,2,29,100000
2,2,1,45,50000
2,3,1,47,140000
2,2,1,28,50000
2,1,2,28,500000
2,2,2,31,360000
2,2,2,34,240000
2,1,1,35,200000
2,1,1,35,280000
2,1,1,36,330000
2,3,2,32,100000
2,3,1,35,30000
2,2,2,37,130000
2,2,2,41,30000
2,3,3,43,50000
2,2,1,39,80000
2,1,2,30,570000
2,2,1,32,20000
2,2,2,35,90000
2,3,1,43,150000
2,2,1,41,110000
2,3,1,37,170000
2,2,2,26,90000
2,2,2,26,110000
2,2,1,28,20000
2,2,1,31,200000
2,2,1,34,50000
2,3,1,45,50000
2,3,1,46,30000
2,3,1,46,50000
2,3,1,26,80000
2,1,2,26,160000
2,2,2,40,10000
2,2,2,26,20000
2,1,1,34,70000
2,3,3,37,110000
2,2,1,45,150000
2,1,1,39,500000
2,2,1,48,30000
2,3,1,46,160000
2,2,1,36,300000
2,3,1,46,200000
2,2,2,35,50000
2,2,2,29,80000
2,2,2,29,140000
2,3,1,32,60000
2,3,1,47,50000
2,2,2,39,30000
2,2,1,45,80000
2,2,1,43,50000
2,2,2,39,90000
2,2,1,46,120000
2,2,1,39,50000
2,2,2,31,80000
2,1,1,31,160000
2,2,2,33,140000
2,2,1,33,50000
2,2,1,35,50000
2,3,2,40,50000
2,2,1,47,360000
2,2,1,38,120000
2,3,1,38,160000
2,2,1,42,100000
2,2,1,46,110000
2,3,2,30,300000
2,2,2,31,110000
2,1,1,31,220000
2,2,2,31,100000
2,2,2,28,50000
2,2,2,28,140000
2,2,1,43,50000
2,3,1,28,30000
2,2,2,30,170000
2,2,1,32,260000
2,2,1,33,290000
2,2,2,37,80000
2,2,1,35,160000
2,1,1,40,100000
2,2,1,37,40000
2,1,2,35,290000
2,2,2,42,160000
2,2,1,36,140000
2,2,2,45,80000
2,2,1,42,30000
2,2,1,46,70000
2,2,1,29,30000
2,2,1,30,50000
2,1,2,32,570000
2,5,1,33,200000
2,2,1,37,10000
2,3,1,48,60000
2,2,2,46,220000
2,2,2,42,60000
2,2,1,42,280000
2,2,2,31,10000
2,1,2,31,200000
2,2,1,33,200000
2,2,1,37,220000
2,2,1,45,370000
2,2,1,36,100000
2,2,1,45,290000
2,3,1,43,20000
2,2,2,36,200000
2,3,2,33,110000
2,2,1,41,80000
2,2,1,36,100000
2,2,1,39,50000
2,2,3,30,20000
2,1,2,33,300000
2,2,2,41,160000
2,3,1,40,80000
2,2,1,34,30000
2,2,1,37,30000
2,2,1,36,60000
2,2,2,32,200000
2,2,1,41,50000
2,3,2,45,50000
2,2,1,42,270000
2,3,1,40,30000
2,2,1,41,60000
2,2,2,28,60000
2,1,1,39,50000
2,2,1,37,220000
2,3,1,36,50000
2,3,2,33,30000
2,2,2,33,280000
2,2,1,35,120000
2,3,1,39,120000
2,3,1,41,70000
2,2,1,39,550000
2,2,2,36,220000
2,2,1,45,340000
2,3,2,32,110000
2,3,1,34,140000
2,2,2,41,360000
2,1,2,30,290000
2,2,1,48,200000
2,2,1,38,60000
2,2,1,43,40000
2,2,2,29,120000
2,2,1,38,80000
2,2,1,43,300000
2,2,1,25,20000
2,2,1,46,30000
2,1,2,30,180000
2,2,2,39,110000
2,2,1,40,250000
2,2,2,32,140000
2,2,1,29,80000
2,3,1,32,20000
2,3,2,47,50000
2,3,1,40,90000
2,2,1,33,20000
2,2,2,34,150000
2,1,1,34,150000
2,3,2,41,50000
2,2,2,47,90000
2,2,2,40,350000
2,2,2,38,30000
2,1,1,28,150000
2,1,2,29,190000
2,2,1,36,340000
2,2,1,47,50000
2,2,2,29,50000
2,2,2,30,280000
2,1,2,31,230000
2,1,2,31,400000
2,3,1,37,190000
2,1,2,31,170000
2,1,2,30,150000
2,1,2,32,140000
2,2,2,23,110000
2,1,2,31,260000
2,2,2,37,30000
2,3,1,42,130000
2,3,2,37,190000
2,2,2,36,10000
2,2,1,42,30000
2,1,2,45,300000
2,2,1,40,200000
2,3,1,36,130000
2,3,2,35,400000
2,2,2,32,220000
2,1,1,34,100000
2,2,1,38,80000
2,3,2,34,50000
2,1,1,34,200000
2,2,1,43,400000
2,2,2,48,50000
2,3,1,37,140000
2,2,1,49,10000
2,3,1,41,80000
2,1,1,38,220000
2,2,2,45,80000
2,1,1,35,360000
2,2,1,46,20000
2,2,1,46,20000
2,3,2,34,20000
2,2,1,38,70000
2,2,1,33,210000
2,2,1,32,240000
2,2,1,34,50000
2,2,1,31,50000
2,1,2,38,230000
2,1,2,45,120000
2,1,2,44,180000
2,1,1,38,290000
2,1,1,47,160000
2,3,1,43,80000
2,2,2,31,50000
2,3,1,33,20000
2,2,3,34,50000
2,2,1,34,80000
2,3,1,43,30000
2,2,1,37,10000
2,2,2,41,200000
2,2,1,33,50000
2,2,2,34,480000
2,2,1,46,260000
2,1,2,34,200000
2,1,1,40,210000
2,2,1,41,70000
2,2,1,43,50000
2,2,2,45,20000
2,2,1,35,80000
2,3,1,37,200000
2,1,1,38,210000
2,3,1,35,210000
2,1,3,35,360000
2,2,2,56,80000
2,3,1,43,50000
2,2,2,40,20000
2,2,1,38,40000
2,2,1,38,50000
2,2,1,45,170000
2,1,1,37,310000
2,2,1,24,50000
2,1,2,25,30000
2,2,1,45,200000
2,2,1,38,260000
2,2,2,29,80000
2,2,2,27,180000
2,1,2,28,130000
2,1,1,30,190000
2,2,1,33,110000
2,2,1,40,60000
2,3,1,49,40000
2,2,1,32,80000
2,5,2,33,100000
2,2,1,34,400000
2,2,1,40,70000
2,2,1,49,500000
2,3,2,46,190000
2,2,2,35,200000
2,2,1,42,210000
2,2,2,47,340000
2,1,2,38,180000
2,2,2,28,110000
2,3,2,42,80000
2,3,1,31,30000
2,1,2,31,200000
2,2,1,31,80000
2,1,2,31,300000
2,1,2,32,280000
2,2,2,32,110000
2,2,2,33,130000
2,4,1,32,500000
2,2,1,32,150000
2,2,2,36,450000
2,2,1,34,230000
2,2,2,34,80000
2,1,1,34,260000
2,2,1,34,150000
2,2,1,35,50000
2,3,1,35,30000
2,3,1,41,100000
2,2,1,43,190000
2,2,1,34,130000
2,2,1,38,30000
2,2,2,38,30000
2,1,1,44,110000
2,3,1,39,120000
2,3,1,41,30000
2,3,1,36,30000
2,2,2,42,30000
2,3,2,45,10000
2,2,1,32,400000
2,3,3,32,20000
2,2,1,36,20000
2,1,2,33,500000
2,2,1,33,30000
2,2,1,33,50000
2,2,2,33,30000
2,2,2,33,30000
2,2,2,33,110000
2,2,1,34,100000
2,2,1,36,200000
2,3,1,40,110000
2,2,2,38,140000
2,2,3,45,70000
2,3,2,37,130000
2,2,1,45,30000
2,3,1,36,160000
2,5,2,36,50000
2,2,1,36,80000
2,3,1,44,50000
2,3,1,40,50000
2,2,2,44,180000
2,2,1,42,130000
2,1,1,47,420000
2,2,1,44,140000
2,2,1,42,20000
2,2,3,40,200000
2,1,1,49,180000
2,3,1,37,120000
2,2,1,43,210000
2,2,1,45,30000
2,2,2,43,80000
2,2,1,35,110000
2,2,1,36,60000
2,2,1,36,60000
2,1,2,37,140000
2,2,1,35,60000
2,1,2,39,500000
2,2,1,41,420000
2,2,1,43,30000
2,3,1,38,170000
2,1,1,49,200000
2,1,1,45,160000
2,1,1,35,200000
2,2,1,43,20000
2,4,2,39,190000
2,1,1,45,70000
2,2,2,33,220000
2,1,2,34,500000
2,1,2,37,210000
2,2,1,31,50000
2,5,1,38,160000
2,1,2,39,20000
2,2,1,37,70000
2,1,1,40,220000
2,2,1,48,200000
2,3,1,44,130000
2,2,2,34,30000
2,1,1,45,260000
2,3,1,32,230000
2,1,2,33,240000
2,1,1,32,260000
2,2,1,33,360000
2,1,1,36,260000
2,2,1,34,230000
2,1,2,35,300000
2,1,1,45,140000
2,3,1,38,380000
2,1,2,31,190000
2,1,2,31,500000
2,1,1,39,200000
2,2,1,37,310000
2,3,1,49,30000
2,2,1,49,280000
2,1,1,42,80000
2,2,1,35,150000
2,2,1,48,30000
2,1,1,41,170000
2,1,1,42,110000
2,3,1,46,30000
2,1,2,33,90000
2,2,2,40,50000
2,1,1,36,120000
2,3,2,46,20000
2,1,1,42,220000
2,2,1,42,230000
2,1,2,29,160000
2,2,1,38,450000
2,1,1,46,390000
2,2,2,29,90000
2,2,1,33,60000
2,2,1,34,180000
2,3,1,40,80000
2,2,2,43,180000
2,2,1,46,320000
2,1,2,36,320000
2,2,1,39,100000
2,3,1,42,20000
2,3,2,34,140000
2,3,2,39,100000
2,3,2,44,10000
2,2,1,36,30000
2,3,1,39,50000
2,2,1,44,20000
2,2,2,31,200000
2,2,1,32,320000
2,2,2,37,360000
2,1,1,33,200000
2,3,1,34,140000
2,1,2,31,420000
2,1,2,36,150000
2,2,2,38,200000
2,2,1,42,230000
2,2,1,38,30000
2,2,1,41,30000
2,1,2,36,50000
2,1,1,44,410000
2,2,2,43,280000
2,2,1,46,200000
2,1,1,45,270000
2,1,2,32,320000
2,2,1,32,60000
2,2,1,35,130000
2,3,1,54,30000
2,3,1,50,200000
2,2,1,51,170000
2,5,1,50,80000
2,1,2,50,500000
2,3,1,47,50000
2,2,1,50,90000
2,5,1,50,350000
2,3,2,52,110000
2,3,2,50,120000
2,3,1,55,30000
2,2,1,53,30000
2,1,1,51,250000
2,3,1,52,50000
2,3,1,53,160000
2,2,1,49,140000
2,3,1,51,80000
2,3,2,53,10000
2,5,1,50,300000
2,2,1,50,90000
2,2,2,51,20000
2,2,1,53,30000
2,3,2,50,80000
2,1,2,54,20000
2,3,1,55,20000
2,2,1,53,50000
2,1,1,60,120000
2,2,1,47,30000
2,2,1,56,30000
2,3,1,55,80000
2,2,1,55,50000
2,2,1,56,80000
2,2,1,52,100000
2,3,1,62,30000
2,1,2,51,130000
2,3,1,54,20000
2,2,1,57,80000
2,1,1,51,100000
2,3,2,50,20000
2,2,1,51,120000
2,2,2,53,50000
2,3,1,59,80000
2,3,1,54,90000
2,3,2,47,60000
2,3,1,50,100000
2,2,1,50,50000
2,3,1,53,30000
2,1,1,58,240000
2,1,1,47,200000
2,3,2,50,130000
2,3,1,50,110000
2,2,1,51,50000
2,3,1,56,20000
2,3,1,69,50000
2,2,1,54,80000
2,3,1,52,20000
2,3,1,56,20000
2,3,1,53,30000
2,4,1,59,240000
2,3,2,56,50000
2,3,2,53,80000
2,1,2,56,180000
2,3,1,55,240000
2,2,1,54,120000
1,2,2,21,20000
1,2,2,33,100000
1,2,2,22,30000
1,2,2,23,30000
1,2,2,22,50000
1,2,2,23,100000
1,1,2,23,80000
2,3,1,54,60000
1,2,2,25,120000
1,3,2,32,20000
1,2,2,26,20000
1,1,2,26,50000
1,2,2,23,50000
1,2,1,24,50000
1,2,2,23,10000
1,2,2,24,20000
1,2,2,25,30000
1,3,2,25,10000
1,3,2,22,10000
1,2,2,23,150000
1,2,2,24,80000
1,2,2,24,20000
1,1,2,24,120000
1,1,2,24,40000
1,3,2,24,20000
1,2,1,24,100000
1,1,2,25,160000
1,1,2,24,20000
1,2,2,24,60000
1,2,2,27,150000
1,2,2,24,40000
1,2,2,26,30000
1,2,2,26,420000
1,2,2,26,20000
1,2,2,25,50000
1,2,2,23,20000
1,3,2,24,20000
1,2,1,28,20000
1,1,2,26,300000
1,1,2,25,30000
1,1,2,27,140000
1,2,1,27,20000
1,1,2,27,390000
1,2,2,27,50000
1,2,2,26,50000
1,2,1,26,50000
1,2,2,26,320000
1,1,1,26,280000
1,1,2,26,50000
1,2,2,26,500000
1,1,2,28,200000
1,1,2,28,50000
1,2,2,27,300000
1,2,2,27,30000
1,2,2,27,50000
1,2,1,27,10000
1,3,2,28,20000
1,3,2,27,50000
1,2,2,26,30000
1,1,2,30,100000
1,1,2,29,130000
1,2,2,30,20000
1,1,2,29,150000
1,2,1,28,220000
1,2,2,29,100000
1,2,2,25,130000
1,2,2,29,40000
1,1,2,30,10000
1,1,1,30,290000
1,2,2,27,180000
1,2,2,27,280000
1,2,2,27,30000
1,1,1,29,310000
1,1,2,28,70000
1,1,2,28,120000
1,2,2,29,240000
1,2,1,27,50000
1,1,1,28,320000
1,2,2,29,80000
1,2,2,29,20000
1,2,2,29,80000
1,2,1,28,360000
1,2,2,29,50000
1,2,2,23,20000
1,2,2,25,10000
1,2,2,28,100000
1,2,3,30,50000
1,2,2,24,30000
1,2,2,24,20000
1,2,2,28,70000
1,1,2,29,490000
1,1,2,29,30000
1,1,2,29,20000
1,1,2,29,290000
1,3,0,29,20000
1,1,2,26,180000
1,2,2,27,100000
1,2,2,26,30000
1,1,2,27,470000
1,2,2,29,200000
1,1,2,29,400000
1,2,2,29,400000
1,2,2,25,50000
1,2,2,25,70000
1,3,1,31,80000
1,1,2,29,70000
1,2,2,28,20000
1,2,2,28,10000
1,2,2,30,430000
1,2,2,30,40000
1,2,1,29,450000
1,3,1,30,10000
1,2,2,29,10000
1,2,1,29,10000
1,1,2,29,80000
1,3,1,29,80000
1,2,2,29,240000
1,2,2,31,280000
1,2,2,31,50000
1,1,2,32,80000
1,3,1,29,20000
1,2,2,29,90000
1,1,2,29,200000
1,1,2,30,360000
1,2,1,31,50000
1,1,2,27,130000
1,3,1,31,80000
1,2,2,29,200000
1,2,1,39,150000
1,1,1,34,370000
1,2,2,45,310000
1,1,2,41,240000
1,1,1,35,320000
1,2,2,39,50000
1,2,1,41,50000
1,3,1,30,50000
1,1,2,31,80000
1,1,2,32,420000
1,1,2,32,50000
1,2,2,32,150000
1,1,2,34,130000
1,2,1,34,170000
1,3,1,45,170000
1,2,2,25,120000
1,3,2,35,30000
1,2,2,30,220000
1,2,2,25,50000
1,2,2,34,30000
1,1,2,30,250000
1,2,2,29,20000
1,3,1,30,10000
1,2,2,41,50000
1,3,1,48,30000
1,2,2,31,20000
1,2,2,32,200000
1,1,2,33,50000
1,1,2,35,120000
1,1,2,40,210000
1,3,1,32,180000
1,2,1,32,50000
1,3,1,40,70000
1,1,1,44,200000
1,3,1,46,50000
1,2,1,47,230000
1,1,1,42,30000
1,2,2,32,30000
1,2,2,34,150000
1,2,2,30,10000
1,1,2,29,150000
1,1,2,34,360000
1,1,2,38,340000
1,2,2,34,50000
1,2,1,39,30000
1,1,2,34,360000
1,1,1,46,150000
1,3,2,28,160000
1,2,1,39,30000
1,1,1,47,480000
1,2,1,45,200000
1,3,2,39,50000
1,2,1,32,20000
1,2,1,44,60000
1,1,2,26,200000
1,2,1,27,20000
1,3,1,35,440000
1,1,2,34,100000
1,2,2,38,100000
1,2,1,48,100000
1,3,1,46,230000
1,1,2,37,50000
1,2,1,32,50000
1,2,1,41,30000
1,2,2,32,140000
1,3,2,43,60000
1,3,1,41,50000
1,2,2,36,350000
1,3,1,44,20000
1,2,2,30,20000
1,2,2,36,50000
1,2,1,41,20000
1,3,1,34,110000
1,1,1,44,200000
1,2,1,46,260000
1,2,1,36,150000
1,2,2,33,50000
1,2,2,35,150000
1,1,2,35,250000
1,5,2,49,50000
1,2,1,47,50000
1,3,3,44,50000
1,3,2,40,80000
1,3,1,49,20000
1,2,1,47,220000
1,3,1,39,120000
1,3,2,39,200000
1,3,1,47,30000
1,2,2,43,50000
1,3,2,42,50000
1,2,1,45,230000
1,2,2,33,280000
1,1,2,43,70000
1,2,1,40,120000
1,1,2,39,170000
1,3,1,41,30000
1,2,1,33,20000
1,3,2,35,20000
1,1,2,39,220000
1,2,2,44,50000
1,6,1,46,300000
1,2,2,29,430000
1,2,1,36,30000
1,3,3,46,20000
1,1,1,40,210000
1,2,1,31,80000
1,3,2,31,30000
1,1,1,47,220000
1,2,2,32,80000
1,2,1,31,480000
1,1,2,33,150000
1,3,1,31,60000
1,2,2,33,80000
1,2,1,32,50000
1,3,2,34,50000
1,3,1,42,180000
1,2,1,39,100000
1,3,1,42,240000
1,3,1,49,50000
1,3,1,40,20000
1,2,1,30,50000
1,2,1,31,200000
1,2,2,32,180000
1,1,2,33,320000
1,3,2,48,200000
1,2,2,41,20000
1,1,2,38,200000
1,3,2,40,20000
1,2,2,39,50000
1,2,2,25,50000
1,2,1,43,80000
1,1,2,33,180000
1,3,1,42,80000
1,2,2,36,150000
1,2,2,37,20000
1,1,1,42,300000
1,2,2,35,30000
1,2,1,49,140000
1,1,1,36,80000
1,2,1,45,20000
1,2,1,35,70000
1,2,2,36,320000
1,2,1,46,80000
1,2,1,33,50000
1,2,1,41,80000
1,3,2,38,110000
1,2,1,45,50000
1,3,1,42,50000
1,2,1,38,20000
1,1,1,42,120000
1,2,2,37,30000
1,2,3,34,50000
1,3,2,35,100000
1,2,2,35,50000
1,2,2,34,30000
1,2,1,38,40000
1,2,1,39,190000
1,3,1,39,10000
1,3,1,43,50000
1,2,2,34,20000
1,3,2,37,120000
1,3,2,43,50000
1,1,2,31,310000
1,3,2,45,240000
1,2,1,47,50000
1,1,2,40,210000
1,2,1,31,60000
1,2,2,31,20000
1,2,2,43,50000
1,2,2,39,30000
1,1,2,29,60000
1,2,2,29,90000
